Utility,State,Rep,Team Code,Rate,Zone,Product,Service Class,Start Date,Cut Off Date,Annual_usage_Min,Annual_usage_Max,Sales Tax,Marketing Adder,Logistics,Energy Only Adder,Term,Max Adder
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09366,AECO,Electricity,AGS,11/1/2018,1/27/2018,25001,50000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09403,AECO,Electricity,AGS,10/1/2018,1/27/2018,25001,50000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09715,AECO,Electricity,MGS,9/1/2018,1/27/2018,250001,500000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09558,AECO,Electricity,AGS,3/1/2018,1/27/2018,50001,100000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,AFF,0.10913,AECO,Electricity,MGS,8/1/2018,1/27/2018,25001,50000,0.06875,0.005,0,0,24,0.05
ACE,NJ,Liberty Power,AFF,0.11024,AECO,Electricity,Default,5/1/2018,1/27/2018,25001,50000,0.06875,0.005,0,0,24,0.05
ACE,NJ,Liberty Power,AFF,0.11043,AECO,Electricity,Default,4/1/2018,1/27/2018,25001,50000,0.06875,0.005,0,0,24,0.05
ACE,NJ,Liberty Power,AFF,0.11071,AECO,Electricity,MGS,3/1/2018,1/27/2018,25001,50000,0.06875,0.005,0,0,24,0.05
ACE,NJ,Liberty Power,AFF,0.11152,AECO,Electricity,MGS,2/1/2018,1/27/2018,25001,50000,0.06875,0.005,0,0,24,0.05
ACE,NJ,Liberty Power,AFF,0.1163,AECO,Electricity,Default,11/1/2018,1/27/2018,0,25000,0.06875,0.005,0,0,24,0.05
ACE,NJ,Liberty Power,AFF,0.11833,AECO,Electricity,MGS,6/1/2018,1/27/2018,0,25000,0.06875,0.005,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.08714,AECO,Electricity,AGS,12/1/2018,1/27/2018,500001,2000000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.08853,AECO,Electricity,AGS,9/1/2018,1/27/2018,500001,2000000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.08716,AECO,Electricity,AGS,12/1/2018,1/27/2018,250001,500000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.08985,AECO,Electricity,AGS,6/1/2018,1/27/2018,500001,2000000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09055,AECO,Electricity,AGS,4/1/2018,1/27/2018,500001,2000000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.08901,AECO,Electricity,AGS,8/1/2018,1/27/2018,250001,500000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09192,AECO,Electricity,AGS,2/1/2018,1/27/2018,500001,2000000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09322,AECO,Electricity,Default,1/1/2019,1/27/2018,500001,2000000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09409,AECO,Electricity,Default,11/1/2018,1/27/2018,500001,2000000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09507,AECO,Electricity,Default,9/1/2018,1/27/2018,500001,2000000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.0956,AECO,Electricity,Default,8/1/2018,1/27/2018,500001,2000000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09452,AECO,Electricity,AGS,5/1/2018,1/27/2018,100001,250000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09531,AECO,Electricity,MGS,1/1/2019,1/27/2018,250001,500000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09574,AECO,Electricity,Default,12/1/2018,1/27/2018,250001,500000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09378,AECO,Electricity,AGS,9/1/2018,1/27/2018,50001,100000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09364,AECO,Electricity,MGS,12/1/2018,1/27/2018,500001,2000000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09248,AECO,Electricity,AGS,11/1/2018,1/27/2018,100001,250000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09425,AECO,Electricity,AGS,6/1/2018,1/27/2018,100001,250000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09612,AECO,Electricity,MGS,7/1/2018,1/27/2018,500001,2000000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09739,AECO,Electricity,Default,4/1/2018,1/27/2018,500001,2000000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09782,AECO,Electricity,MGS,3/1/2018,1/27/2018,500001,2000000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09619,AECO,Electricity,MGS,11/1/2018,1/27/2018,250001,500000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09528,AECO,Electricity,AGS,4/1/2018,1/27/2018,50001,100000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09479,AECO,Electricity,AGS,8/1/2018,1/27/2018,25001,50000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09871,AECO,Electricity,MGS,6/1/2018,1/27/2018,250001,500000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09947,AECO,Electricity,MGS,4/1/2018,1/27/2018,250001,500000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.0944,AECO,Electricity,AGS,11/1/2018,1/27/2018,0,25000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.10253,AECO,Electricity,MGS,1/1/2019,1/27/2018,100001,250000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09698,AECO,Electricity,AGS,3/1/2018,1/27/2018,0,25000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.10393,AECO,Electricity,MGS,9/1/2018,1/27/2018,100001,250000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.1056,AECO,Electricity,MGS,4/1/2018,1/27/2018,100001,250000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.10735,AECO,Electricity,MGS,10/1/2018,1/27/2018,50001,100000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.0983,AECO,Electricity,SOHO (Tax ID Required),7/1/2018,1/27/2018,0,2000000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.10726,AECO,Electricity,Default,1/1/2019,1/27/2018,25001,50000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.10858,AECO,Electricity,Default,7/1/2018,1/27/2018,50001,100000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.10088,AECO,Electricity,SOHO (Tax ID Required),1/1/2018,1/27/2018,0,2000000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.11152,AECO,Electricity,MGS,2/1/2018,1/27/2018,25001,50000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09215,AECO,Electricity,AGS,12/1/2018,1/27/2018,100001,250000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09359,AECO,Electricity,AGS,8/1/2018,1/27/2018,100001,250000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09302,AECO,Electricity,AGS,11/1/2018,1/27/2018,50001,100000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09705,AECO,Electricity,MGS,5/1/2018,1/27/2018,500001,2000000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09531,AECO,Electricity,Default,1/1/2019,1/27/2018,250001,500000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09739,AECO,Electricity,MGS,4/1/2018,1/27/2018,500001,2000000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09782,AECO,Electricity,Default,3/1/2018,1/27/2018,500001,2000000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09619,AECO,Electricity,Default,11/1/2018,1/27/2018,250001,500000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09666,AECO,Electricity,Default,10/1/2018,1/27/2018,250001,500000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09639,AECO,Electricity,AGS,2/1/2018,1/27/2018,50001,100000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09547,AECO,Electricity,AGS,6/1/2018,1/27/2018,25001,50000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09871,AECO,Electricity,Default,6/1/2018,1/27/2018,250001,500000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09575,AECO,Electricity,AGS,5/1/2018,1/27/2018,25001,50000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09594,AECO,Electricity,AGS,4/1/2018,1/27/2018,25001,50000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09624,AECO,Electricity,AGS,3/1/2018,1/27/2018,25001,50000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09371,AECO,Electricity,AGS,1/1/2019,1/27/2018,0,25000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09991,AECO,Electricity,MGS,3/1/2018,1/27/2018,250001,500000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09477,AECO,Electricity,AGS,10/1/2018,1/27/2018,0,25000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09517,AECO,Electricity,AGS,9/1/2018,1/27/2018,0,25000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09649,AECO,Electricity,AGS,5/1/2018,1/27/2018,0,25000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.10355,AECO,Electricity,Default,10/1/2018,1/27/2018,100001,250000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.10355,AECO,Electricity,MGS,10/1/2018,1/27/2018,100001,250000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,AFF,0.10735,AECO,Electricity,Default,10/1/2018,1/27/2018,50001,100000,0.06875,0.005,0,0,24,0.05
ACE,NJ,Liberty Power,AFF,0.10774,AECO,Electricity,MGS,9/1/2018,1/27/2018,50001,100000,0.06875,0.005,0,0,24,0.05
ACE,NJ,Liberty Power,AFF,0.09668,AECO,Electricity,AGS,4/1/2018,1/27/2018,0,25000,0.06875,0.005,0,0,24,0.05
ACE,NJ,Liberty Power,AFF,0.09698,AECO,Electricity,AGS,3/1/2018,1/27/2018,0,25000,0.06875,0.005,0,0,24,0.05
ACE,NJ,Liberty Power,AFF,0.1097,AECO,Electricity,Default,3/1/2018,1/27/2018,50001,100000,0.06875,0.005,0,0,24,0.05
ACE,NJ,Liberty Power,AFF,0.1097,AECO,Electricity,MGS,3/1/2018,1/27/2018,50001,100000,0.06875,0.005,0,0,24,0.05
ACE,NJ,Liberty Power,AFF,0.1105,AECO,Electricity,Default,2/1/2018,1/27/2018,50001,100000,0.06875,0.005,0,0,24,0.05
ACE,NJ,Liberty Power,AFF,0.10008,AECO,Electricity,SOHO (Tax ID Required),2/1/2018,1/27/2018,0,2000000,0.06875,0.005,0,0,24,0.05
ACE,NJ,Liberty Power,AFF,0.10795,AECO,Electricity,MGS,11/1/2018,1/27/2018,25001,50000,0.06875,0.005,0,0,24,0.05
ACE,NJ,Liberty Power,AFF,0.10996,AECO,Electricity,Default,6/1/2018,1/27/2018,25001,50000,0.06875,0.005,0,0,24,0.05
ACE,NJ,Liberty Power,AFF,0.11561,AECO,Electricity,MGS,1/1/2019,1/27/2018,0,25000,0.06875,0.005,0,0,24,0.05
ACE,NJ,Liberty Power,AFF,0.11667,AECO,Electricity,Default,10/1/2018,1/27/2018,0,25000,0.06875,0.005,0,0,24,0.05
ACE,NJ,Liberty Power,AFF,0.11862,AECO,Electricity,Default,5/1/2018,1/27/2018,0,25000,0.06875,0.005,0,0,24,0.05
ACE,NJ,Liberty Power,AFF,0.11907,AECO,Electricity,MGS,3/1/2018,1/27/2018,0,25000,0.06875,0.005,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.08898,AECO,Electricity,AGS,8/1/2018,1/27/2018,500001,2000000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09098,AECO,Electricity,AGS,3/1/2018,1/27/2018,500001,2000000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.08986,AECO,Electricity,AGS,6/1/2018,1/27/2018,250001,500000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09026,AECO,Electricity,AGS,5/1/2018,1/27/2018,250001,500000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09057,AECO,Electricity,AGS,4/1/2018,1/27/2018,250001,500000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09195,AECO,Electricity,AGS,2/1/2018,1/27/2018,250001,500000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09285,AECO,Electricity,AGS,10/1/2018,1/27/2018,100001,250000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09456,AECO,Electricity,Default,10/1/2018,1/27/2018,500001,2000000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09456,AECO,Electricity,MGS,10/1/2018,1/27/2018,500001,2000000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09769,AECO,Electricity,Default,8/1/2018,1/27/2018,250001,500000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09769,AECO,Electricity,MGS,8/1/2018,1/27/2018,250001,500000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09822,AECO,Electricity,Default,7/1/2018,1/27/2018,250001,500000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09947,AECO,Electricity,Default,4/1/2018,1/27/2018,250001,500000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.10087,AECO,Electricity,Default,2/1/2018,1/27/2018,250001,500000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.10087,AECO,Electricity,MGS,2/1/2018,1/27/2018,250001,500000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.10393,AECO,Electricity,Default,9/1/2018,1/27/2018,100001,250000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.10514,AECO,Electricity,Default,6/1/2018,1/27/2018,100001,250000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.1056,AECO,Electricity,Default,4/1/2018,1/27/2018,100001,250000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.10589,AECO,Electricity,MGS,3/1/2018,1/27/2018,100001,250000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.10669,AECO,Electricity,MGS,2/1/2018,1/27/2018,100001,250000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.10666,AECO,Electricity,Default,12/1/2018,1/27/2018,50001,100000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.107,AECO,Electricity,Default,11/1/2018,1/27/2018,50001,100000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.10815,AECO,Electricity,Default,8/1/2018,1/27/2018,50001,100000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09867,AECO,Electricity,SOHO (Tax ID Required),6/1/2018,1/27/2018,0,2000000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.10759,AECO,Electricity,Default,12/1/2018,1/27/2018,25001,50000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.09907,AECO,Electricity,SOHO (Tax ID Required),4/1/2018,1/27/2018,0,2000000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.10831,AECO,Electricity,Default,10/1/2018,1/27/2018,25001,50000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.10831,AECO,Electricity,MGS,10/1/2018,1/27/2018,25001,50000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.1087,AECO,Electricity,MGS,9/1/2018,1/27/2018,25001,50000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.10913,AECO,Electricity,MGS,8/1/2018,1/27/2018,25001,50000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.10956,AECO,Electricity,Default,7/1/2018,1/27/2018,25001,50000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.10435,AECO,Electricity,Default,8/1/2018,1/27/2018,100001,250000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.10475,AECO,Electricity,MGS,7/1/2018,1/27/2018,100001,250000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.10543,AECO,Electricity,Default,5/1/2018,1/27/2018,100001,250000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.10543,AECO,Electricity,MGS,5/1/2018,1/27/2018,100001,250000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.10669,AECO,Electricity,Default,2/1/2018,1/27/2018,100001,250000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.10633,AECO,Electricity,Default,1/1/2019,1/27/2018,50001,100000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.10666,AECO,Electricity,MGS,12/1/2018,1/27/2018,50001,100000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.107,AECO,Electricity,MGS,11/1/2018,1/27/2018,50001,100000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.10774,AECO,Electricity,Default,9/1/2018,1/27/2018,50001,100000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.10795,AECO,Electricity,MGS,11/1/2018,1/27/2018,25001,50000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.10924,AECO,Electricity,MGS,5/1/2018,1/27/2018,50001,100000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.10943,AECO,Electricity,MGS,4/1/2018,1/27/2018,50001,100000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.1087,AECO,Electricity,Default,9/1/2018,1/27/2018,25001,50000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.11043,AECO,Electricity,Default,4/1/2018,1/27/2018,25001,50000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.11071,AECO,Electricity,MGS,3/1/2018,1/27/2018,25001,50000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.11152,AECO,Electricity,Default,2/1/2018,1/27/2018,25001,50000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.1163,AECO,Electricity,MGS,11/1/2018,1/27/2018,0,25000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.11907,AECO,Electricity,Default,3/1/2018,1/27/2018,0,25000,0.06875,0,0,0,24,0.05
CENHUD,NY,Liberty Power,AFF,0.0704,G,Electricity,E2/Default,6/1/2018,1/27/2018,250001,500000,0,0.005,0,0,24,0.05
CENHUD,NY,Liberty Power,AFF,0.0704,G,Electricity,E2/Default,7/1/2018,1/27/2018,250001,500000,0,0.005,0,0,24,0.05
CENHUD,NY,Liberty Power,AFF,0.0705,G,Electricity,E2/Default,3/1/2018,1/27/2018,500001,2000000,0,0.005,0,0,24,0.05
CENHUD,NY,Liberty Power,AFF,0.0707,G,Electricity,E2/Default,5/1/2018,1/27/2018,100001,250000,0,0.005,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.11667,AECO,Electricity,MGS,10/1/2018,1/27/2018,0,25000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.11793,AECO,Electricity,Default,7/1/2018,1/27/2018,0,25000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.11833,AECO,Electricity,MGS,6/1/2018,1/27/2018,0,25000,0.06875,0,0,0,24,0.05
CENHUD,NY,Liberty Power,AFF,0.0704,G,Electricity,E2/Default,5/1/2018,1/27/2018,500001,2000000,0,0.005,0,0,24,0.05
CENHUD,NY,Liberty Power,AFF,0.0704,G,Electricity,E2/Default,7/1/2018,1/27/2018,500001,2000000,0,0.005,0,0,24,0.05
CENHUD,NY,Liberty Power,AFF,0.0704,G,Electricity,E2/Default,8/1/2018,1/27/2018,250001,500000,0,0.005,0,0,24,0.05
CENHUD,NY,Liberty Power,AFF,0.0704,G,Electricity,E2/Default,8/1/2018,1/27/2018,500001,2000000,0,0.005,0,0,24,0.05
CENHUD,NY,Liberty Power,AFF,0.0707,G,Electricity,E2/Default,4/1/2018,1/27/2018,50001,100000,0,0.005,0,0,24,0.05
CENHUD,NY,Liberty Power,AFF,0.0707,G,Electricity,E2/Default,4/1/2018,1/27/2018,100001,250000,0,0.005,0,0,24,0.05
CENHUD,NY,Liberty Power,AFF,0.0707,G,Electricity,E2/Default,6/1/2018,1/27/2018,50001,100000,0,0.005,0,0,24,0.05
CENHUD,NY,Liberty Power,AFF,0.0707,G,Electricity,E2/Default,8/1/2018,1/27/2018,50001,100000,0,0.005,0,0,24,0.05
CENHUD,NY,Liberty Power,AFF,0.0706,G,Electricity,E2/Default,11/1/2018,1/27/2018,500001,2000000,0,0.005,0,0,24,0.05
CENHUD,NY,Liberty Power,AFF,0.0707,G,Electricity,E2/Default,4/1/2018,1/27/2018,25001,50000,0,0.005,0,0,24,0.05
CENHUD,NY,Liberty Power,AFF,0.0707,G,Electricity,E2/Default,8/1/2018,1/27/2018,25001,50000,0,0.005,0,0,24,0.05
CENHUD,NY,Liberty Power,AFF,0.0707,G,Electricity,E2/Default,4/1/2018,1/27/2018,0,25000,0,0.005,0,0,24,0.05
CENHUD,NY,Liberty Power,AFF,0.0707,G,Electricity,E2/Default,7/1/2018,1/27/2018,0,25000,0,0.005,0,0,24,0.05
CENHUD,NY,Liberty Power,AFF,0.0707,G,Electricity,E2/Default,8/1/2018,1/27/2018,0,25000,0,0.005,0,0,24,0.05
CENHUD,NY,Liberty Power,AFF,0.0708,G,Electricity,E2/Default,10/1/2018,1/27/2018,0,25000,0,0.005,0,0,24,0.05
CENHUD,NY,Liberty Power,AFF,0.0709,G,Electricity,SOHO (Tax ID Required),6/1/2018,1/27/2018,0,2000000,0,0.005,0,0,24,0.05
CENHUD,NY,Liberty Power,AFF,0.071,G,Electricity,SOHO (Tax ID Required),4/1/2018,1/27/2018,0,2000000,0,0.005,0,0,24,0.05
CENHUD,NY,Liberty Power,AFF,0.0712,G,Electricity,E2/Default,1/1/2019,1/27/2018,0,25000,0,0.005,0,0,24,0.05
CENHUD,NY,Liberty Power,AFF,0.0714,G,Electricity,SOHO (Tax ID Required),2/1/2018,1/27/2018,0,2000000,0,0.005,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.10956,AECO,Electricity,MGS,7/1/2018,1/27/2018,25001,50000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.10996,AECO,Electricity,MGS,6/1/2018,1/27/2018,25001,50000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.11561,AECO,Electricity,Default,1/1/2019,1/27/2018,0,25000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.11596,AECO,Electricity,Default,12/1/2018,1/27/2018,0,25000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.11596,AECO,Electricity,MGS,12/1/2018,1/27/2018,0,25000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.1163,AECO,Electricity,Default,11/1/2018,1/27/2018,0,25000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.11751,AECO,Electricity,Default,8/1/2018,1/27/2018,0,25000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.11879,AECO,Electricity,Default,4/1/2018,1/27/2018,0,25000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.11879,AECO,Electricity,MGS,4/1/2018,1/27/2018,0,25000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.11907,AECO,Electricity,MGS,3/1/2018,1/27/2018,0,25000,0.06875,0,0,0,24,0.05
ACE,NJ,Liberty Power,OUTBOUNDTELESALES,0.11987,AECO,Electricity,Default,2/1/2018,1/27/2018,0,25000,0.06875,0,0,0,24,0.05
